Index,Coments_norm,Estrelas SIA,Estrelas,Polarity Scores
13071,spent 5 days natal cameroon twice simply delicious details crowded go early,4,5,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5719}"
13072,great service portions generous tip arrive early evening hungry usually queue 8pm,5,5,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.8126}"
13073,restaurant pleasant atmosphere good service excellent dishes excellent dishes generously serve 2 3 people fair price unmatched quality visit christmas eat restaurant humble opinion best christmas restaurant,5,5,"{'neg': 0.032, 'neu': 0.413, 'pos': 0.556, 'compound': 0.9705}"
13074,camaroes restaurant excellent structure impeccable decoration great location view polite staff attentive wonderful food ordered pastel shrimp starter suggest chose shrimp strawberry dessert petit gateau excellent recommend always come back christmas,5,5,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9565}"
13075,fantastic decoration waiters polite cuts wonderful food beautiful restaurant,5,5,"{'neg': 0.12, 'neu': 0.272, 'pos': 0.609, 'compound': 0.875}"
13076,favorite restaurant hometown cozy atmosphere meals bankrupt much choppinho recommend dish corner mangrove rating 1000,3,5,"{'neg': 0.171, 'neu': 0.569, 'pos': 0.261, 'compound': 0.2263}"
13077,well served tasty portions fair price go christmas visiting restaurant really lives reputation,4,5,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5267}"
13078,shrimp restaurants mandatory stop city pleasant atmosphere excellent service good dishes well served recommend shrimp fondue great dish dessert guava ice cream spectacular great restaurant,5,5,"{'neg': 0.052, 'neu': 0.379, 'pos': 0.569, 'compound': 0.9674}"
13079,restaurant tasty dishes price salty local media worth visit special occasions,4,3,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.5574}"
13080,restaurant need comments simply love hospitality speed important delicious everything offer,5,5,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8658}"
13081,excellent restaurant great service well located super pleasant atmosphere wonderful food worth visiting lunch recommend reservation,5,5,"{'neg': 0.0, 'neu': 0.241, 'pos': 0.759, 'compound': 0.9756}"
13082,highly recommend varied menu wellserved dishes excellent flavor reasonable price quality meal worth meeting end trip perfect would need children space,5,4,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.902}"
13083,great environment clean spacious food excellent taste northeastern seafood,5,5,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.8885}"
13084,shrimps restaurant synonymous christmas rn start pastel shrimp juicy stuffed want two dishes right away ate divine miss option shrimp tomato coriander menu good last time still crazy back christmas back shrimps,4,5,"{'neg': 0.103, 'neu': 0.696, 'pos': 0.201, 'compound': 0.5859}"
13085,restaurant well located reasonable price well served dishes young audience selected negative detail waiting line,3,5,"{'neg': 0.186, 'neu': 0.603, 'pos': 0.211, 'compound': -0.128}"
13086,like shrimp go restaurant like say wonderful,5,5,"{'neg': 0.0, 'neu': 0.315, 'pos': 0.685, 'compound': 0.8271}"
13087,doubt best restaurants rio grande norte food excellent service efficient count located beautiful beaches brazil,5,5,"{'neg': 0.092, 'neu': 0.369, 'pos': 0.539, 'compound': 0.9201}"
13088,always go christmas like lunch dinner shrimps consider better excellent quality generous portions 2 3 people fair price excellent service recommend always come back christmas,5,5,"{'neg': 0.0, 'neu': 0.434, 'pos': 0.566, 'compound': 0.9633}"
13089,excellent restaurant located near natal shopping mall always crowded huge daughters wait wonderful food impossible place visit,5,5,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.8658}"
13090,famous restaurant natal serves delicious varied dishes serve 4 people excellent service starters also well made want try everything knife reservation always long queue dinner,5,5,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.8689}"
13091,existing dishes menu highly recommended family meal romantic dinner fair price great service,5,5,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.8805}"
13092,great service pleasant place hearty tasty dishes serve two people well three worth worth waiting line table,5,5,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.9062}"
13093,excellent options dish shame individual option portion serves four people excellent location pleasant environment petit gateau excellent,5,5,"{'neg': 0.105, 'neu': 0.407, 'pos': 0.488, 'compound': 0.9062}"
13094,far away favorite christmas restaurant time renovation close another chain restaurant serve lobster,4,5,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}"
13095,restaurant camaroes potiguar new still excellent food however dishes practically doubled price go prepared greek shrimp used cost around r 4500 costs r 8600 legacy pantry detail air conditioning cold bathroom ambience tables hometown revised,4,3,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.6808}"
13096,restaurant well located super pleasant space three restaurants camaroes city quality excellent food several gastronomic options super helpful staff attentive excellent location celebration dishes super affordable values,5,5,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.9834}"
13097,good atmosphere food also unfortunately individual dishes group four people great dish serves four contracted sad see much leftover food thrown,4,5,"{'neg': 0.186, 'neu': 0.576, 'pos': 0.237, 'compound': 0.3612}"
13098,christmas miss tasting excellent shrimp cozy atmosphere beautiful view beach ponta negra starters wonderful crab cone pastel shrimp crispy shrimp short dishes good plentiful weekends difficult restaurant fully booked however service quick wait long,5,5,"{'neg': 0.089, 'neu': 0.605, 'pos': 0.307, 'compound': 0.9022}"
13099,definitely best gastronomic option natal perfect location excellent value money impeccable service best shrimp ever amazingly cheap simple steakhouse like sp,5,5,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.9732}"
13100,best christmas restaurant fair price quality service dishes many varieties recommend,5,5,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.8402}"
13101,service food excellent price problem good always full recommend,5,5,"{'neg': 0.161, 'neu': 0.298, 'pos': 0.542, 'compound': 0.7506}"
13102,restaurant simply delicious endless dishes shrimp always doubt best strawberry shrimp recommend,5,5,"{'neg': 0.12, 'neu': 0.383, 'pos': 0.498, 'compound': 0.836}"
13103,excellent food service 10 finely decorated environments excellent value money dishes serve 3 people,5,5,"{'neg': 0.0, 'neu': 0.505, 'pos': 0.495, 'compound': 0.8689}"
13104,restaurant camaroes excellent place dinner ordered shrimp dish chef served 3 people calmly great service personal dedication also differentials,5,5,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8779}"
13105,prawns plentiful large delicious price also inviting compared restaurants recommend,5,5,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8176}"
13106,great restaurant must visit like good cuisine impeccable service wellprepared menu refined dishes recommend thai shrimp miss trying pastel shrimp,5,5,"{'neg': 0.056, 'neu': 0.524, 'pos': 0.42, 'compound': 0.886}"
13107,beautiful restaurant great service delicious dishes thought would expensive little food cheap dish serves 4 easily highly recommended,5,5,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.945}"
13108,excellent restaurant high level decoration top quality creating cozy atmosphere excellent dishes available menu high level service,5,5,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.886}"
13109,surprising restaurant despite large manages serve customers great quality promptness courtesy highly recommend,5,5,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.8883}"
13110,exceptional service waiters polite excellent food recommend couples family gatherings,5,5,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}"
13111,wonderful restaurant ate fresh lobster spot potatoes rice side dish also mavarilhosas good atmosphere air conditioning right measure great service accepts meal vouchers makes everything even better,5,5,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.9531}"
13112,good talk camaroes potiguar nice local restaurant family friendly place cozy well located right avenue roberto freire main avenues south zone christmas worth checking expensive cost benefit ends final bills compensated super recommend forget credit cards check everything hugs,5,4,"{'neg': 0.033, 'neu': 0.483, 'pos': 0.484, 'compound': 0.9756}"
13113,okay pregnant hungry hehe restaurant conquered belly consistency perfect shrimp waiters serve parents flavor delicious food finish golden key ordered shrimp pastries words describe,4,5,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8519}"
13114,everything works perfectly wonderful food amazing service amazing waiters attracted attention also fast dishes served drawback always crowded recommend arriving early,5,5,"{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.9674}"
13115,restaurant never leaves wanting delicious food plenty information different menu potiguar shrimp ratio recommend going two,3,5,"{'neg': 0.154, 'neu': 0.718, 'pos': 0.128, 'compound': -0.1275}"
13116,come christmas without visiting cameroon simply wonderful try dishes,4,5,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}"
13117,try shrimp leek catupiry cream delicious milk need free transfer call find hotel,5,5,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.7906}"
13118,recommended places worth checking regional delicacies delicious shrimp,5,5,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.7506}"
13119,beautiful christmas miss lunch dinner shrimp beautiful place fabulous food wonderful desserts order dish serves two people well,5,5,"{'neg': 0.052, 'neu': 0.392, 'pos': 0.556, 'compound': 0.9468}"
13120,professionalism details right gigantism service reservations great menu correct food say least always queue waiting restaurants flies choose chance make mistakes,4,4,"{'neg': 0.094, 'neu': 0.677, 'pos': 0.229, 'compound': 0.5574}"
13121,varied menu dishes well served delicious family loved good service decoration,5,5,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.9118}"
13122,dishes wonderful serve 3 people well prices salty worth every penny,5,5,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.7717}"
13123,guys wonderful restaurant regret going restaurant enjoyed shrimp parmigiana always come back,4,5,"{'neg': 0.149, 'neu': 0.479, 'pos': 0.372, 'compound': 0.6369}"
13124,good tasty vai natal must attend main menu sao cameroes receptivity good service cozy atmosphere,4,5,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7003}"
13125,unquestionably best restaurants natal delicious food perfect service good value money recommend coming natal,5,5,"{'neg': 0.0, 'neu': 0.292, 'pos': 0.708, 'compound': 0.9607}"
13126,local service dishes everything excellent complaints dishes seafood think giving mouth mouth christmas miss visiting place,4,5,"{'neg': 0.192, 'neu': 0.536, 'pos': 0.272, 'compound': 0.4215}"
13127,excellent restaurant good food delicious shrimp beautiful place service quality menu seafood special different options best restaurants christmas,5,5,"{'neg': 0.0, 'neu': 0.363, 'pos': 0.637, 'compound': 0.9686}"
13128,wonderful food good quantity large shrimps neat dish discreet kind waiters really recommended restaurant congratulations,5,5,"{'neg': 0.0, 'neu': 0.319, 'pos': 0.681, 'compound': 0.9599}"
13129,wonderful meal location ideal likes good food high cost meal serves two people well,5,5,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.9313}"
13130,best seafood restaurants ever impeccable service dishes delicious,5,5,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.836}"
13131,best seafood restaurant northeast brazil perfect service wonderful food twice wonderful,5,5,"{'neg': 0.0, 'neu': 0.314, 'pos': 0.686, 'compound': 0.946}"
13132,loved shrimp restaurant tried jerimum shrimp dish served three people well also approved fruit juice caipirinha super fast service,5,5,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.9136}"
13133,excellent lunch plentiful honest price great choice like shrimp recommend thai shrimp,5,4,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.9442}"
13134,eat seafood excellent quality fair price shrimps recommend delicious petit gateau,5,5,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.9042}"
13135,love shrimp seafood restaurant taste wonderful prepared dishes delicacy gods good wait little enter worth,5,5,"{'neg': 0.0, 'neu': 0.411, 'pos': 0.589, 'compound': 0.9235}"
13136,great food excellent shrimp best christmas recommend enjoy enjoying good shrimp,5,5,"{'neg': 0.0, 'neu': 0.143, 'pos': 0.857, 'compound': 0.975}"
13137,nice quiet place potiguar shrimps less people flow excellent service order service less 15 minutes talk vanity menu ate potiguar shrimp accompanies delicious rice crab pure potato delicious,5,5,"{'neg': 0.049, 'neu': 0.597, 'pos': 0.354, 'compound': 0.9142}"
13138,crazy seafood seafood shrimp say prefer rodizio prefer carte,2,4,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}"
13139,good restaurant well located prices salty less food good beer spot,5,4,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.7845}"
13140,perfect service food unquestionable quality come enjoy combination congratulations direction home stay like forever,5,5,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9231}"
